Original Edges,Found Edges,Degree Mean,ESP Mean,Geodesic Mean,Found Sigma
7012.35 ± 441.378,13448.35 ± 839.336,0.028 ± 0.004,0.020 ± 0.002,0.164 ± 0.010,0.762
