Original Edges,Found Edges,Degree Mean,ESP Mean,Geodesic Mean,Found Sigma
5200.55 ± 303.923,11577.85 ± 517.7,0.032 ± 0.004,0.036 ± 0.005,0.216 ± 0.01,0.846
