Original Edges,Found Edges,Degree Mean,ESP Mean,Geodesic Mean,Found Sigma
6975.8 ± 429.216,13391.15 ± 720.736,0.031 ± 0.005,0.02 ± 0.003,0.164 ± 0.011,0.763
