Original Edges,Found Edges,Degree Mean,ESP Mean,Geodesic Mean,Found Sigma
4198.4 ± 222.778,10673.55 ± 561.666,0.038 ± 0.005,0.041 ± 0.007,0.49 ± 0.019,0.907
