Original Edges,Found Edges,Degree Mean,ESP Mean,Geodesic Mean,Found Sigma
5175.8 ± 365.601,11526.75 ± 657.966,0.033 ± 0.004,0.037 ± 0.005,0.213 ± 0.016,0.85
