Original Edges,Found Edges,Degree Mean,ESP Mean,Geodesic Mean,Found Sigma
8362.3 ± 395.61,14660.9 ± 642.377,0.033 ± 0.005,0.02 ± 0.003,0.187 ± 0.01,0.712
