Original Edges,Found Edges,Degree Mean,ESP Mean,Geodesic Mean,Found Sigma
8362.95 ± 365.284,14910.8 ± 660.611,0.031 ± 0.004,0.021 ± 0.003,0.184 ± 0.010,0.712
